0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447
KEGG_PROPANOATE_METABOLISM,LDHB,DBT,ACOX3,PCCA,SUCLA2,LDHAL6B,HADHA,MCEE,LDHA,EHHADH,ACSS1,SUCLG1,MLYCD,ACADS,SUCLG2,ECHS1,ECHDC1,MMUT,ACACA,DLD,ACOX1,ACSS2,ABAT,LDHAL6A,LDHC,PCCB,ACACB,BCKDHA,BCKDHB,ACSS3,ALDH6A1,HIBCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_BUTANOATE_METABOLISM,ACSM4,ACSM5,HADHA,EHHADH,GAD2,OXCT1,HADH,ACADS,ACSM1,ECHS1,OXCT2,ACAT1,ACSM3,ACAT2,AACS,ACSM6,HMGCL,HMGCS1,HMGCLL1,GAD1,HMGCS2,L2HGDH,ABAT,ACSM2B,BDH1,ALDH5A1,ACSM2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_INOSITOL_PHOSPHATE_METABOLISM,SYNJ2,PI4K2B,MIOX,SYNJ1,INPP5B,PI4KA,MTMR4,PIP4K2A,MTMR14,OCRL,PIP4K2B,MINPP1,ITPKA,PI4K2A,PLCZ1,INPP5F,IMPA1,MTMR8,PLCD1,PIP5KL1,PLCB2,PIK3CG,MTMR3,MTMR7,SACM1L,ISYNA1,PIK3CD,PIP5K1A,ITPKC,INPP4A,IMPA2,PTEN,ITPKB,IPPK,PIK3C2A,INPP4B,MTMR6,PLCB1,INPP1,INPP5E,PLCB4,PLCG2,PIK3C3,PLCD4,INPP5K,CDIPT,PIP5K1C,INPPL1,MTMR2,PI4KB,PLCH1,PLCE1,PIK3CB,PIP4K2C,ITPK1,PLCH2,PLCB3,PIK3C2B,INPP5D,MTM1,PLCD3,IPMK,INPP5A,MTMR1,PIK3CA,PIK3C2G,PLCG1,PIP5K1B,FIG4,INPP5J,ALDH6A1,PIKFYVE,TPI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_OXIDATIVE_PHOSPHORYLATION,ATP12A,COX7B,ATP5MGL,COX4I2,NDUFV2,ATP6V0D2,NDUFA13,NDUFS1,SDHB,COX6C,NDUFC2,NDUFS5,NDUFB9,COX3,UQCRC2,NDUFA6,COX1,ND6,ATP6V1D,PPA2,NDUFV3,NDUFS4,CYC1,COX11,NDUFB4,COX4I1,ATP6V0E1,COX6B1,COX5B,TCIRG1,NDUFA7,NDUFB7,ND4,NDUFA3,NDUFB3,ATP5PD,NDUFA11,NDUFA9,COX6B2,CYCS,ATP5PB,COX10,LHPP,NDUFS3,UQCRQ,SDHA,COX2,SDHD,COX7A2L,COX7A1,ATP5MC2,ATP6V0A4,NDUFS7,ATP6V1B1,ATP5F1B,ATP5PF,NDUFC1,ATP6V0B,NDUFA12,COX15,NDUFV1,COX6A2,NDUFAB1,ATP8,ATP5F1E,ATP5MC1,ATP6AP1,ATP5F1C,ATP6V1H,ATP5ME,COX8C,ATP5MC3,NDUFB2,COX17,ATP6,NDUFB6,UQCR10,SDHC,COX6A1,ATP6V1E2,NDUFA5,COX7B2,NDUFB8,ATP6V1C2,UQCRB,ATP6V0E2,NDUFS8,ATP6V1G1,NDUFA10,NDUFA1,ND5,ATP6V1FP2,ATP6V1F,CYTB,UQCRFS1,ND4L,UQCR11,NDUFS2,COX7C,ATP6V0C,ATP6V1E1,ATP6V0A2,NDUFS6,NDUFA2,ATP6V0A1,ATP5F1D,NDUFA4,ATP4A,ND3,PPA1,NDUFB1,ATP6V1G2,NDUFB5,COX8A,ATP5MG,COX7A2,ATP6V1G3,ATP5MF,NDUFB11,UQCRHL,COX5A,ATP6V1A,ATP4B,UQCRH,ATP6V1C1,NDUFA4L2,NDUFC2-KCTD14,NDUFB10,ND2,ATP5PO,ATP6V1B2,NDUFA8,ATP6V0D1,ATP5F1A,UQCRC1,ND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_NITROGEN_METABOLISM,CA8,CA7,CA3,GLUL,CA4,GLUD2,CA6,CA1,CA5A,CA12,CA13,CA9,CPS1,GLUD1,CA14,CA2,CA5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_SULFUR_METABOLISM,MPST,BPNT2,SUOX,BPNT1,ETHE1,TST,PAPSS2,SQOR,PAPSS1,SELENBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_FATTY_ACID_BIOSYNTHESIS,ACACA,MCAT,FASN,OLAH,OXSM,ACACB,ACSL5,ACSBG2,ACSL1,ACSF3,MECR,ACSL4,ACSBG1,CBR4,HSD17B8,HTD2,ACSL6,ACSL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_FATTY_ACID_ELONGATION,ACOT2,HACD4,HADHA,THEM4,ACOT1,ELOVL7,TECR,HADH,HSD17B12,ELOVL1,ECHS1,THEM5,ACOT7,ELOVL5,PPT1,ELOVL2,HADHB,ELOVL4,ACAA2,ELOVL6,HACD2,HACD3,HACD1,MECR,ACOT4,PPT2,ELOVL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_FATTY_ACID_DEGRADATION,ACOX3,CPT1A,ADH5,ACSL5,ECI2,ACSL4,HADHA,EHHADH,ECI1,GCDH,HADH,ACADSB,ACADM,ACADS,CPT1C,ECHS1,CPT2,ACADL,CPT1B,ACAT1,ALDH2,ACAT2,ADH4,ADH7,ACADVL,ALDH9A1,ADH1A,ACOX1,HADHB,ALDH1B1,ACSBG1,ACSL6,ACAA2,CYP2U1,ALDH3A2,ACSBG2,ACSL1,ACAA1,ADH6,ACSL3,ADH1B,ADH1C,ALDH7A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_STEROID_BIOSYNTHESIS,EBP,SQLE,TM7SF2,LSS,SOAT1,SOAT2,CYP27B1,LBR,CYP24A1,FDFT1,DHCR24,CYP2R1,CYP51A1,MSMO1,HSD17B7,SC5D,DHCR7,CEL,LIPA,NSDHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,CYP39A1,CYP46A1,CYP7A1,CYP8B1,SLC27A5,CYP7B1,AMACR,ACOX2,HSD17B4,SCP2,AKR1D1,AKR1C4,CYP27A1,CH25H,BAAT,HSD3B7,ACOT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_STEROID_HORMONE_BIOSYNTHESIS,UGT1A6,SULT1E1,HSD17B6,HSD17B11,UGT2A1,UGT1A1,CYP3A4,LRTOMT,HSD11B2,CYP1A1,CYP11A1,CYP3A7-CYP3A51P,SULT2B1,UGT1A3,CYP2E1,UGT2B28,HSD17B12,UGT2B11,CYP3A7,UGT2B17,HSD17B7,UGT1A4,UGT2A2,UGT2B4,AKR1C4,CYP19A1,DHRS11,HSD17B2,UGT2B15,SRD5A2,CYP21A2,CYP11B1,HSD3B1,SRD5A3,AKR1C1,COMT,HSD17B3,CYP7B1,UGT1A7,UGT1A5,HSD3B2,CYP1B1,AKR1D1,CYP17A1,CYP3A5,UGT2A3,SRD5A1,CYP11B2,STS,AKR1C2,HSD11B1,UGT1A8,CYP7A1,HSD11B1L,CYP1A2,UGT2B10,HSD17B8,HSD17B1,AKR1C3,UGT1A9,UGT1A10,UGT2B7,AKR1C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_GLYCEROLIPID_METABOLISM,PNPLA2,DGKB,AGPAT1,AKR1A1,DGKH,PLPP3,MBOAT1,LIPF,GLYCTK,LPIN3,PLPP4,DGKE,GPAT3,CEL,MOGAT3,AGPAT2,GPAT4,AGPAT3,PNPLA3,GPAM,LPL,DGKI,DGKK,ABHD16A,AKR1B10,ALDH2,ALDH9A1,GPAT2,DGKQ,GK,AKR1B15,AKR1B1,DGKD,ALDH1B1,DGKG,LPIN2,MOGAT1,LIPC,MBOAT2,AGK,DGAT2,PLPP5,LPIN1,LCLAT1,ALDH3A2,AGPAT5,PNLIPRP3,PNLIP,DGKA,PNLIPRP1,MGLL,DGAT1,LIPG,DGKZ,PNLIPRP2,PLPP2,TKFC,AGPAT4,GK2,GLA,GK3,PLPP1,MOGAT2,ALDH7A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,PLA2G4C,GNPAT,ACHE,PLA2G12B,MBOAT1,MBOAT7,AGPAT2,CHKB,SELENOI,GPAT4,PLA2G1B,AGPAT3,LPGAT1,GPAM,GPD1,ETNK1,SGMS2,GPD1L,PLD4,ADPRM,LYPLA2,PLA2G2F,PNPLA6,PLPP5,PLA2G4B,CRLS1,CDS1,PLPP2,PLPP1,LPCAT4,AGPAT1,PHOSPHO1,DGKE,LYPLA1,PLD2,PLA2G2E,GPAT2,PLD3,SAMD8,DGKD,PLA2G4D,DGKG,PLA2G4F,DGKH,LPIN1,JMJD7-PLA2G4B,DGKA,LCAT,DGKZ,AGPAT4,CHPT1,DGKB,PLA2G6,ETNPPL,LPCAT3,PLA2G5,PLA2G2C,LPIN3,PLA2G15,PLA2G10,CHKA,LPCAT2,CDS2,SGMS1,PLAAT2,DGKK,PLD1,CEPT1,PLA2G4A,PCYT1B,LPCAT1,LCLAT1,PNPLA7,AGPAT5,PCYT1A,PCYT2,PLA2G2D,PGS1,GPCPD1,PLPP3,PEMT,PLPP4,GPAT3,PLA1A,PTDSS1,DGKI,PLA2G3,ETNK2,DGKQ,CDIPT,CHAT,PLB1,LPIN2,MBOAT2,PLA2G2A,TAFAZZIN,GPD2,PISD,PTDSS2,PLA2G4E,PLAAT3,PLA2G12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_ETHER_LIPID_METABOLISM,LPCAT4,GDPD1,PLA2G4C,PLA2G6,PLA2G5,PLPP3,PLA2G12B,PLA2G2C,PLA2G10,PAFAH2,SELENOI,PLD2,PAFAH1B1,PLA2G1B,PLA2G2E,LPCAT2,PLPP1,PLAAT2,PLA2G3,PEDS1,PEDS1-UBE2V1,PAFAH1B2,PLD4,CEPT1,PLA2G4A,PLD3,PLD1,PLB1,PLA2G4D,PLA2G4F,LPCAT1,PLA2G2F,PLA2G2A,ENPP6,ENPP2,JMJD7-PLA2G4B,TMEM86B,PLA2G4B,PLA2G4E,PLAAT3,PLPP2,GDPD3,PAFAH1B3,CHPT1,PLA2G2D,AGPS,PLA2G7,GAL3ST1,UGT8,PLA2G12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_SPHINGOLIPID_METABOLISM,GM2A,PSAP,HEXB,CERS4,ASAH2,PLPP3,SMPD4,CERS5,NEU4,NEU1,GALC,ARSA,SPHK1,SPTLC3,B4GALNT1,NEU2,ACER2,SGMS1,ACER1,GBA1,GLB1,SGMS2,GBA2,HEXA,SPHK2,UGCG,DEGS1,CERS3,CERK,KDSR,SGPP2,ACER3,CERS1,DEGS2,NEU3,ENPP7,SPTLC1,SGPL1,CERS6,SGPP1,ASAH1,CERS2,B4GALT6,PSAPL1,SMPD1,PLPP2,SPTLC2,SMPD3,GLA,SMPD2,PLPP1,GAL3ST1,UGT8,B4GALT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_ARACHIDONIC_ACID_METABOLISM,CYP2C9,CYP2B6,GPX4,PLA2G6,PLA2G4C,PLA2G5,PTGES3,PLA2G12B,GGT2,PLA2G2C,CBR3,LTC4S,ALOX5,PLA2G10,CYP2C8,PTGR3,CYP2E1,PLA2G1B,PLA2G2E,CBR1,TBXAS1,ALOX15,PLAAT2,ALOXE3,PLA2G3,CYP4F8,EPHX2,CYP4F2,ALOX12B,PTGS2,PLA2G4A,ALOX15B,LTA4H,PTGES2,PLB1,PLA2G4D,PLA2G4F,PTGS1,PLA2G2F,PLA2G2A,CYP2U1,CYP4F3,CYP2C19,CYP2J2,JMJD7-PLA2G4B,PTGDS,PTGIS,PRXL2B,PLA2G4B,PLA2G4E,ALOX12,PLAAT3,HPGD,GGT1,AKR1C3,HPGDS,PTGR2,PLA2G2D,AKR1C8,PTGES,PTGR1,GGT5,PLA2G12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_LINOLEIC_ACID_METABOLISM,CYP2C9,PLA2G4C,PLA2G6,PLA2G5,PLA2G12B,CYP3A4,PLA2G2C,PLA2G10,CYP2C8,CYP2E1,PLA2G1B,PLA2G2E,ALOX15,PLAAT2,PLA2G3,PLA2G4A,PLB1,PLA2G4D,PLA2G4F,PLA2G2F,PLA2G2A,CYP2J2,JMJD7-PLA2G4B,PLA2G4B,PLA2G4E,CYP1A2,PLAAT3,PLA2G2D,CYP2C19,PLA2G12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
